geoid,geoid20,year,denom_adult_pop,voted_count,registered_count,registration_pct,voter_turnout_pct,denom_registered,median_household_income
1400000US06037106114,6037106114,2024,4841.0,1803.0,3397.0,70.199997,53.099998,3397.0,72065.0
1400000US06037106403,6037106403,2024,2803.0,1297.0,2309.0,82.400002,56.200001,2309.0,101346.0
1400000US06037106405,6037106405,2024,3195.0,1232.0,2140.0,67.0,57.599998,2140.0,88651.0
1400000US06037106406,6037106406,2024,5057.0,2380.0,3883.0,76.800003,61.299999,3883.0,104598.0
1400000US06037106407,6037106407,2024,1748.0,607.0,1147.0,65.599998,52.900002,1147.0,29083.0
1400000US06037106408,6037106408,2024,2360.0,577.0,1151.0,48.799999,50.099998,1151.0,58056.0
1400000US06037106510,6037106510,2024,4155.0,1928.0,3009.0,72.400002,64.099998,3009.0,121935.0
1400000US06037106520,6037106520,2024,4364.0,1855.0,3346.0,76.699997,55.400002,3346.0,87029.0
1400000US06037106603,6037106603,2024,2847.0,1594.0,2196.0,77.099998,72.599998,2196.0,142500.0
1400000US06037106604,6037106604,2024,3498.0,1274.0,2399.0,68.599998,53.099998,2399.0,66611.0
1400000US06037106641,6037106641,2024,1665.0,1172.0,1640.0,98.5,71.5,1640.0,118387.0
1400000US06037106642,6037106642,2024,2849.0,1810.0,2568.0,90.099998,70.5,2568.0,139145.0
1400000US06037106643,6037106643,2024,3617.0,2203.0,3088.0,85.400002,71.300003,3088.0,201250.0
1400000US06037106645,6037106645,2024,2627.0,1818.0,2542.0,96.800003,71.5,2542.0,151389.0
1400000US06037106646,6037106646,2024,2483.0,1566.0,2292.0,92.300003,68.300003,2292.0,122734.0
1400000US06037106648,6037106648,2024,3497.0,1339.0,2456.0,70.199997,54.5,2456.0,69125.0
1400000US06037106649,6037106649,2024,2182.0,1281.0,2145.0,98.300003,59.700001,2145.0,104773.0
1400000US06037107010,6037107010,2024,2400.0,952.0,1809.0,75.400002,52.599998,1809.0,92788.0
1400000US06037107020,6037107020,2024,3508.0,1458.0,2656.0,75.699997,54.900002,2656.0,81429.0
1400000US06037108101,6037108101,2024,1781.0,1166.0,1620.0,91.0,72.0,1620.0,151027.0
1400000US06037108102,6037108102,2024,2729.0,2270.0,3169.0,100.0,71.599998,3169.0,131014.0
1400000US06037108103,6037108103,2024,2636.0,1533.0,2112.0,80.099998,72.599998,2112.0,147893.0
1400000US06037108104,6037108104,2024,1255.0,1168.0,1518.0,100.0,76.900002,1518.0,144167.0
1400000US06037108202,6037108202,2024,7571.0,5038.0,7136.0,94.300003,70.599998,7136.0,185852.0
1400000US06037108203,6037108203,2024,2609.0,1590.0,2147.0,82.300003,74.099998,2147.0,151250.0
1400000US06037108204,6037108204,2024,1345.0,572.0,821.0,61.0,69.699997,821.0,177283.0
1400000US06037109100,6037109100,2024,2470.0,1371.0,2221.0,89.900002,61.700001,2221.0,72396.0
1400000US06037109200,6037109200,2024,2322.0,1493.0,2239.0,96.400002,66.699997,2239.0,120016.0
1400000US06037109300,6037109300,2024,2272.0,1338.0,2026.0,89.199997,66.0,2026.0,121750.0
1400000US06037109400,6037109400,2024,2992.0,1209.0,2111.0,70.599998,57.299999,2111.0,99718.0
1400000US06037109500,6037109500,2024,2979.0,1595.0,2911.0,97.699997,54.799999,2911.0,83561.0
1400000US06037109601,6037109601,2024,4245.0,2066.0,3434.0,80.900002,60.200001,3434.0,119063.0
1400000US06037109603,6037109603,2024,3232.0,1540.0,2618.0,81.0,58.799999,2618.0,83878.0
1400000US06037109604,6037109604,2024,2220.0,1289.0,2082.0,93.800003,61.900002,2082.0,105015.0
1400000US06037109700,6037109700,2024,3473.0,1929.0,2892.0,83.300003,66.699997,2892.0,117104.0
1400000US06037109800,6037109800,2024,3784.0,2322.0,3501.0,92.5,66.300003,3501.0,76681.0
1400000US06037111100,6037111100,2024,2477.0,1416.0,2066.0,83.400002,68.5,2066.0,109600.0
1400000US06037111201,6037111201,2024,2641.0,2031.0,2901.0,100.0,70.0,2901.0,114489.0
1400000US06037111202,6037111202,2024,4704.0,2709.0,3875.0,82.400002,69.900002,3875.0,109137.0
1400000US06037111204,6037111204,2024,4642.0,3633.0,4871.0,100.0,74.599998,4871.0,178706.0
1400000US06037111205,6037111205,2024,2793.0,1582.0,2320.0,83.099998,68.199997,2320.0,107028.0
1400000US06037111206,6037111206,2024,3525.0,2310.0,3144.0,89.199997,73.5,3144.0,148929.0
1400000US06037111302,6037111302,2024,4251.0,2075.0,2949.0,69.400002,70.400002,2949.0,99457.0
1400000US06037111303,6037111303,2024,3444.0,1821.0,2705.0,78.5,67.300003,2705.0,110469.0
1400000US06037111304,6037111304,2024,2722.0,858.0,1456.0,53.5,58.900002,1456.0,53989.0
1400000US06037111401,6037111401,2024,1705.0,1036.0,1592.0,93.400002,65.099998,1592.0,127115.0
1400000US06037111402,6037111402,2024,4952.0,1884.0,2978.0,60.099998,63.299999,2978.0,58650.0
1400000US06037113101,6037113101,2024,2954.0,1847.0,2589.0,87.599998,71.300003,2589.0,129038.0
1400000US06037113102,6037113102,2024,2392.0,1863.0,2471.0,100.0,75.400002,2471.0,215756.0
1400000US06037113211,6037113211,2024,3299.0,2915.0,3989.0,100.0,73.099998,3989.0,111806.0
1400000US06037113212,6037113212,2024,2311.0,1436.0,2139.0,92.599998,67.099998,2139.0,88917.0
1400000US06037113213,6037113213,2024,4080.0,2061.0,2971.0,72.800003,69.400002,2971.0,130446.0
1400000US06037113231,6037113231,2024,1861.0,1285.0,1713.0,92.0,75.0,1713.0,132981.0
1400000US06037113232,6037113232,2024,3937.0,2347.0,3216.0,81.699997,73.0,3216.0,150678.0
1400000US06037113234,6037113234,2024,4222.0,1813.0,3002.0,71.099998,60.400002,3002.0,72769.0
1400000US06037113235,6037113235,2024,1400.0,887.0,1263.0,90.199997,70.199997,1263.0,89744.0
1400000US06037113237,6037113237,2024,3820.0,1944.0,2735.0,71.599998,71.099998,2735.0,142917.0
1400000US06037113238,6037113238,2024,3361.0,1222.0,2210.0,65.800003,55.299999,2210.0,64717.0
1400000US06037113239,6037113239,2024,1771.0,584.0,975.0,55.099998,59.900002,975.0,50625.0
1400000US06037113301,6037113301,2024,3778.0,1934.0,2664.0,70.5,72.599998,2664.0,127448.0
1400000US06037113303,6037113303,2024,3072.0,2171.0,3234.0,100.0,67.099998,3234.0,111893.0
1400000US06037113322,6037113322,2024,3820.0,2251.0,3116.0,81.599998,72.199997,3116.0,120364.0
1400000US06037113323,6037113323,2024,3143.0,1409.0,2207.0,70.199997,63.799999,2207.0,97064.0
1400000US06037113324,6037113324,2024,1786.0,671.0,1032.0,57.799999,65.0,1032.0,100960.0
1400000US06037113423,6037113423,2024,2036.0,1006.0,1570.0,77.099998,64.099998,1570.0,99000.0
1400000US06037113424,6037113424,2024,2473.0,1459.0,2207.0,89.199997,66.099998,2207.0,113472.0
1400000US06037113425,6037113425,2024,3198.0,650.0,1232.0,38.5,52.799999,1232.0,69559.0
1400000US06037113426,6037113426,2024,1978.0,947.0,1549.0,78.300003,61.099998,1549.0,77070.0
1400000US06037113427,6037113427,2024,1836.0,655.0,1148.0,62.5,57.099998,1148.0,62266.0
1400000US06037113428,6037113428,2024,3310.0,1533.0,2284.0,69.0,67.099998,2284.0,132614.0
1400000US06037115101,6037115101,2024,4178.0,3060.0,4051.0,97.0,75.5,4051.0,157829.0
1400000US06037115104,6037115104,2024,4009.0,1411.0,2139.0,53.400002,66.0,2139.0,86522.0
1400000US06037115202,6037115202,2024,5545.0,2049.0,3118.0,56.200001,65.699997,3118.0,66679.0
1400000US06037115203,6037115203,2024,1684.0,950.0,1461.0,86.800003,65.0,1461.0,76121.0
1400000US06037115204,6037115204,2024,3243.0,1497.0,2332.0,71.900002,64.199997,2332.0,100195.0
1400000US06037115301,6037115301,2024,3628.0,2027.0,2835.0,78.099998,71.5,2835.0,95152.0
1400000US06037115302,6037115302,2024,2754.0,964.0,1739.0,63.099998,55.400002,1739.0,76250.0
1400000US06037115401,6037115401,2024,4372.0,2116.0,3430.0,78.5,61.700001,3430.0,62271.0
1400000US06037115403,6037115403,2024,2505.0,918.0,1509.0,60.200001,60.799999,1509.0,72036.0
1400000US06037115404,6037115404,2024,2128.0,948.0,1566.0,73.599998,60.5,1566.0,104286.0
1400000US06037117101,6037117101,2024,4021.0,1575.0,2674.0,66.5,58.900002,2674.0,110761.0
1400000US06037117102,6037117102,2024,2044.0,1056.0,1812.0,88.599998,58.299999,1812.0,94844.0
1400000US06037117201,6037117201,2024,3267.0,1135.0,2071.0,63.400002,54.799999,2071.0,54301.0
1400000US06037117202,6037117202,2024,2345.0,1232.0,1840.0,78.5,67.0,1840.0,98438.0
1400000US06037117301,6037117301,2024,2949.0,1819.0,2564.0,86.900002,70.900002,2564.0,146696.0
1400000US06037117302,6037117302,2024,3866.0,2283.0,3248.0,84.0,70.300003,3248.0,115708.0
1400000US06037117303,6037117303,2024,3370.0,1590.0,2479.0,73.599998,64.099998,2479.0,129211.0
1400000US06037117404,6037117404,2024,3951.0,1859.0,2867.0,72.599998,64.800003,2867.0,130034.0
1400000US06037117405,6037117405,2024,2208.0,375.0,929.0,42.099998,40.400002,929.0,49615.0
1400000US06037117407,6037117407,2024,2244.0,483.0,1000.0,44.599998,48.299999,1000.0,53512.0
1400000US06037117408,6037117408,2024,1749.0,541.0,1047.0,59.900002,51.700001,1047.0,49786.0
1400000US06037117510,6037117510,2024,2689.0,584.0,1199.0,44.599998,48.700001,1199.0,57984.0
1400000US06037117520,6037117520,2024,2774.0,590.0,1198.0,43.200001,49.200001,1198.0,50735.0
1400000US06037117530,6037117530,2024,4153.0,1157.0,2200.0,53.0,52.599998,2200.0,42661.0
1400000US06037119001,6037119001,2024,3517.0,1558.0,2838.0,80.699997,54.900002,2838.0,113114.0
1400000US06037119003,6037119003,2024,2622.0,1071.0,2057.0,78.5,52.099998,2057.0,99559.0
1400000US06037119004,6037119004,2024,2024.0,855.0,1593.0,78.699997,53.700001,1593.0,90417.0
1400000US06037119201,6037119201,2024,3272.0,1327.0,2328.0,71.099998,57.0,2328.0,108807.0
1400000US06037119202,6037119202,2024,3543.0,1325.0,2444.0,69.0,54.200001,2444.0,75930.0
1400000US06037119310,6037119310,2024,3178.0,1036.0,1935.0,60.900002,53.5,1935.0,68462.0
1400000US06037119320,6037119320,2024,3307.0,962.0,1800.0,54.400002,53.400002,1800.0,87903.0
1400000US06037119340,6037119340,2024,2529.0,423.0,866.0,34.200001,48.799999,866.0,46250.0
1400000US06037119341,6037119341,2024,2286.0,784.0,1395.0,61.0,56.200001,1395.0,53623.0
1400000US06037119342,6037119342,2024,2166.0,725.0,1366.0,63.099998,53.099998,1366.0,76713.0
1400000US06037119400,6037119400,2024,3462.0,1625.0,2921.0,84.400002,55.599998,2921.0,99875.0
1400000US06037119700,6037119700,2024,3568.0,2310.0,4117.0,100.0,56.099998,4117.0,90994.0
1400000US06037119801,6037119801,2024,2053.0,937.0,1752.0,85.300003,53.5,1752.0,117708.0
1400000US06037119802,6037119802,2024,2520.0,1038.0,1838.0,72.900002,56.5,1838.0,94063.0
1400000US06037119900,6037119900,2024,3568.0,1742.0,2917.0,81.800003,59.700001,2917.0,86500.0
1400000US06037120010,6037120010,2024,1981.0,796.0,1505.0,76.0,52.900002,1505.0,59938.0
1400000US06037120020,6037120020,2024,3076.0,845.0,1576.0,51.200001,53.599998,1576.0,42708.0
1400000US06037120030,6037120030,2024,1922.0,354.0,763.0,39.700001,46.400002,763.0,48281.0
1400000US06037120103,6037120103,2024,1876.0,316.0,702.0,37.400002,45.0,702.0,47069.0
1400000US06037120104,6037120104,2024,1944.0,422.0,853.0,43.900002,49.5,853.0,52198.0
1400000US06037120105,6037120105,2024,2176.0,794.0,1492.0,68.599998,53.200001,1492.0,47903.0
1400000US06037120106,6037120106,2024,3096.0,607.0,1216.0,39.299999,49.900002,1216.0,41045.0
1400000US06037120107,6037120107,2024,2794.0,466.0,1018.0,36.400002,45.799999,1018.0,41424.0
1400000US06037120108,6037120108,2024,3379.0,1079.0,1957.0,57.900002,55.099998,1957.0,58816.0
1400000US06037120300,6037120300,2024,4187.0,1954.0,3370.0,80.5,58.0,3370.0,56364.0
1400000US06037120400,6037120400,2024,4809.0,1141.0,1976.0,41.099998,57.700001,1976.0,67679.0
1400000US06037121010,6037121010,2024,4280.0,1489.0,2701.0,63.099998,55.099998,2701.0,76133.0
1400000US06037121020,6037121020,2024,2771.0,1166.0,2080.0,75.099998,56.099998,2080.0,67784.0
1400000US06037121101,6037121101,2024,2747.0,745.0,1393.0,50.700001,53.5,1393.0,67778.0
1400000US06037121102,6037121102,2024,1797.0,1000.0,1777.0,98.900002,56.299999,1777.0,81111.0
1400000US06037121210,6037121210,2024,2404.0,887.0,1507.0,62.700001,58.900002,1507.0,77195.0
1400000US06037121221,6037121221,2024,1743.0,754.0,1346.0,77.199997,56.0,1346.0,90417.0
1400000US06037121222,6037121222,2024,3976.0,1074.0,2090.0,52.599998,51.400002,2090.0,79167.0
1400000US06037121600,6037121600,2024,2132.0,1254.0,2173.0,100.0,57.700001,2173.0,95250.0
1400000US06037121801,6037121801,2024,3201.0,947.0,1838.0,57.400002,51.5,1838.0,50357.0
1400000US06037121802,6037121802,2024,2588.0,866.0,1549.0,59.900002,55.900002,1549.0,96304.0
1400000US06037121900,6037121900,2024,2722.0,1171.0,2201.0,80.900002,53.200001,2201.0,57381.0
1400000US06037122000,6037122000,2024,4447.0,1505.0,2718.0,61.099998,55.400002,2718.0,96763.0
1400000US06037122120,6037122120,2024,3506.0,1361.0,2541.0,72.5,53.599998,2541.0,67083.0
1400000US06037122121,6037122121,2024,1929.0,676.0,1368.0,70.900002,49.400002,1368.0,57500.0
1400000US06037122122,6037122122,2024,1779.0,441.0,918.0,51.599998,48.0,918.0,47799.0
1400000US06037122200,6037122200,2024,2709.0,1049.0,2004.0,74.0,52.299999,2004.0,74293.0
1400000US06037122410,6037122410,2024,3074.0,776.0,1484.0,48.299999,52.299999,1484.0,65060.0
1400000US06037122420,6037122420,2024,4039.0,1116.0,2119.0,52.5,52.700001,2119.0,76250.0
1400000US06037123010,6037123010,2024,2823.0,981.0,1984.0,70.300003,49.400002,1984.0,50136.0
1400000US06037123020,6037123020,2024,2355.0,880.0,1722.0,73.099998,51.099998,1722.0,83968.0
1400000US06037123103,6037123103,2024,3303.0,1412.0,2280.0,69.0,61.900002,2280.0,87011.0
1400000US06037123104,6037123104,2024,3701.0,1393.0,2312.0,62.5,60.299999,2312.0,71606.0
1400000US06037123203,6037123203,2024,2401.0,804.0,1527.0,63.599998,52.700001,1527.0,41923.0
1400000US06037123204,6037123204,2024,2680.0,692.0,1308.0,48.799999,52.900002,1308.0,67500.0
1400000US06037123205,6037123205,2024,2201.0,526.0,1089.0,49.5,48.299999,1089.0,60417.0
1400000US06037123206,6037123206,2024,1971.0,666.0,1291.0,65.5,51.599998,1291.0,53036.0
1400000US06037123301,6037123301,2024,3452.0,1432.0,2435.0,70.5,58.799999,2435.0,69118.0
1400000US06037123303,6037123303,2024,2387.0,992.0,1693.0,70.900002,58.599998,1693.0,72109.0
1400000US06037123304,6037123304,2024,3702.0,1301.0,2274.0,61.400002,57.200001,2274.0,46300.0
1400000US06037123410,6037123410,2024,2717.0,981.0,1728.0,63.599998,56.799999,1728.0,45167.0
1400000US06037123420,6037123420,2024,3362.0,1194.0,2075.0,61.700001,57.5,2075.0,56519.0
1400000US06037123510,6037123510,2024,3582.0,1314.0,2230.0,62.299999,58.900002,2230.0,51546.0
1400000US06037123520,6037123520,2024,1989.0,854.0,1436.0,72.199997,59.5,1436.0,59643.0
1400000US06037123601,6037123601,2024,4187.0,1551.0,2420.0,57.799999,64.099998,2420.0,87295.0
1400000US06037123602,6037123602,2024,2414.0,1422.0,2104.0,87.199997,67.599998,2104.0,69311.0
1400000US06037123700,6037123700,2024,3291.0,1583.0,2459.0,74.699997,64.400002,2459.0,93201.0
1400000US06037123800,6037123800,2024,4636.0,2625.0,3879.0,83.699997,67.699997,3879.0,92964.0
1400000US06037123901,6037123901,2024,3429.0,1603.0,2534.0,73.900002,63.299999,2534.0,56333.0
1400000US06037123902,6037123902,2024,2173.0,1024.0,1413.0,65.0,72.5,1413.0,86583.0
1400000US06037124000,6037124000,2024,3769.0,2729.0,3510.0,93.099998,77.699997,3510.0,82127.0
1400000US06037124102,6037124102,2024,2861.0,1393.0,2099.0,73.400002,66.400002,2099.0,76315.0
1400000US06037124103,6037124103,2024,1463.0,598.0,1018.0,69.599998,58.700001,1018.0,70350.0
1400000US06037124104,6037124104,2024,2276.0,707.0,1236.0,54.299999,57.200001,1236.0,53775.0
1400000US06037124105,6037124105,2024,1775.0,612.0,1081.0,60.900002,56.599998,1081.0,66726.0
1400000US06037124201,6037124201,2024,2743.0,1305.0,2115.0,77.099998,61.700001,2115.0,73079.0
1400000US06037124203,6037124203,2024,1745.0,926.0,1576.0,90.300003,58.799999,1576.0,79570.0
1400000US06037124204,6037124204,2024,1994.0,734.0,1226.0,61.5,59.900002,1226.0,52451.0
1400000US06037124300,6037124300,2024,2696.0,1439.0,2265.0,84.0,63.5,2265.0,69909.0
1400000US06037124400,6037124400,2024,3616.0,1977.0,2763.0,76.400002,71.599998,2763.0,86713.0
1400000US06037124500,6037124500,2024,2332.0,1471.0,1963.0,84.199997,74.900002,1963.0,77635.0
1400000US06037124600,6037124600,2024,2393.0,1903.0,2409.0,100.0,79.0,2409.0,100257.0
1400000US06037124700,6037124700,2024,4637.0,2829.0,3696.0,79.699997,76.5,3696.0,110375.0
1400000US06037124902,6037124902,2024,2607.0,1186.0,1732.0,66.400002,68.5,1732.0,62051.0
1400000US06037124903,6037124903,2024,3142.0,1611.0,2297.0,73.099998,70.099998,2297.0,78575.0
1400000US06037125101,6037125101,2024,4057.0,1910.0,2506.0,61.799999,76.199997,2506.0,81944.0
1400000US06037125102,6037125102,2024,1686.0,1279.0,1599.0,94.800003,80.0,1599.0,164313.0
1400000US06037125200,6037125200,2024,3462.0,2094.0,2671.0,77.199997,78.400002,2671.0,85200.0
1400000US06037125310,6037125310,2024,3605.0,2125.0,3128.0,86.800003,67.900002,3128.0,58548.0
1400000US06037125321,6037125321,2024,2430.0,1057.0,1558.0,64.099998,67.800003,1558.0,61625.0
1400000US06037125322,6037125322,2024,2090.0,975.0,1507.0,72.099998,64.699997,1507.0,47991.0
1400000US06037125402,6037125402,2024,3481.0,2262.0,2979.0,85.599998,75.900002,2979.0,88943.0
1400000US06037125403,6037125403,2024,2456.0,1175.0,1644.0,66.900002,71.5,1644.0,85956.0
1400000US06037125404,6037125404,2024,2851.0,1163.0,1715.0,60.200001,67.800003,1715.0,79967.0
1400000US06037125501,6037125501,2024,2638.0,1687.0,2254.0,85.400002,74.800003,2254.0,60714.0
1400000US06037125502,6037125502,2024,3377.0,1865.0,2453.0,72.599998,76.0,2453.0,84107.0
1400000US06037125600,6037125600,2024,2407.0,1659.0,2035.0,84.5,81.5,2035.0,110318.0
1400000US06037127102,6037127102,2024,4040.0,1287.0,2186.0,54.099998,58.900002,2186.0,61848.0
1400000US06037127103,6037127103,2024,2696.0,743.0,1330.0,49.299999,55.900002,1330.0,56071.0
1400000US06037127104,6037127104,2024,3353.0,1174.0,2034.0,60.700001,57.700001,2034.0,64678.0
1400000US06037127210,6037127210,2024,4451.0,1468.0,2544.0,57.200001,57.700001,2544.0,64000.0
1400000US06037127220,6037127220,2024,3701.0,1243.0,2142.0,57.900002,58.0,2142.0,46005.0
1400000US06037127300,6037127300,2024,3493.0,1255.0,2107.0,60.299999,59.599998,2107.0,81049.0
1400000US06037127400,6037127400,2024,4561.0,1215.0,2264.0,49.599998,53.700001,2264.0,63587.0
1400000US06037127520,6037127520,2024,3473.0,556.0,1195.0,34.400002,46.5,1195.0,52290.0
1400000US06037127603,6037127603,2024,2127.0,647.0,1190.0,55.900002,54.400002,1190.0,58460.0
1400000US06037127604,6037127604,2024,2631.0,885.0,1459.0,55.5,60.700001,1459.0,47724.0
1400000US06037127605,6037127605,2024,2602.0,831.0,1501.0,57.700001,55.400002,1501.0,71500.0
1400000US06037127606,6037127606,2024,2639.0,889.0,1387.0,52.599998,64.099998,1387.0,66383.0
1400000US06037127711,6037127711,2024,2581.0,1363.0,1999.0,77.5,68.199997,1999.0,93194.0
1400000US06037127712,6037127712,2024,3152.0,780.0,1406.0,44.599998,55.5,1406.0,64239.0
1400000US06037127803,6037127803,2024,4000.0,1358.0,2255.0,56.400002,60.200001,2255.0,70500.0
1400000US06037127804,6037127804,2024,3423.0,1272.0,2091.0,61.099998,60.799999,2091.0,68790.0
1400000US06037127805,6037127805,2024,2811.0,1101.0,1843.0,65.599998,59.700001,1843.0,65952.0
1400000US06037127806,6037127806,2024,3124.0,803.0,1333.0,42.700001,60.200001,1333.0,81250.0
1400000US06037127910,6037127910,2024,3762.0,1000.0,1784.0,47.400002,56.099998,1784.0,68981.0
1400000US06037127920,6037127920,2024,3637.0,964.0,1643.0,45.200001,58.700001,1643.0,71042.0
1400000US06037128101,6037128101,2024,2388.0,1213.0,1937.0,81.099998,62.599998,1937.0,82232.0
1400000US06037128102,6037128102,2024,3891.0,1139.0,1915.0,49.200001,59.5,1915.0,57558.0
1400000US06037128210,6037128210,2024,3754.0,868.0,1599.0,42.599998,54.299999,1599.0,44316.0
1400000US06037128220,6037128220,2024,2481.0,1060.0,1704.0,68.699997,62.200001,1704.0,60794.0
1400000US06037128302,6037128302,2024,3477.0,970.0,1796.0,51.700001,54.0,1796.0,57700.0
1400000US06037128303,6037128303,2024,2511.0,558.0,1079.0,43.0,51.700001,1079.0,43750.0
1400000US06037128400,6037128400,2024,3541.0,2084.0,2798.0,79.0,74.5,2798.0,132931.0
1400000US06037128500,6037128500,2024,3891.0,2182.0,2936.0,75.5,74.300003,2936.0,121500.0
1400000US06037128601,6037128601,2024,3819.0,1382.0,2190.0,57.299999,63.099998,2190.0,71893.0
1400000US06037128602,6037128602,2024,2174.0,1875.0,2398.0,100.0,78.199997,2398.0,87574.0
1400000US06037128703,6037128703,2024,3189.0,1573.0,2130.0,66.800003,73.800003,2130.0,101705.0
1400000US06037128704,6037128704,2024,2034.0,1562.0,1947.0,95.699997,80.199997,1947.0,127422.0
1400000US06037128801,6037128801,2024,3408.0,1752.0,2448.0,71.800003,71.599998,2448.0,83125.0
1400000US06037128802,6037128802,2024,3608.0,2259.0,2975.0,82.5,75.900002,2975.0,96818.0
1400000US06037128910,6037128910,2024,3552.0,1977.0,2656.0,74.800003,74.400002,2656.0,108321.0
1400000US06037131021,6037131021,2024,2284.0,771.0,1333.0,58.400002,57.799999,1333.0,60609.0
1400000US06037131022,6037131022,2024,2441.0,859.0,1567.0,64.199997,54.799999,1567.0,65000.0
1400000US06037131023,6037131023,2024,2214.0,1097.0,1869.0,84.400002,58.700001,1869.0,74954.0
1400000US06037131024,6037131024,2024,3160.0,838.0,1400.0,44.299999,59.900002,1400.0,97083.0
