geoid,geoid20,year,denom_adult_pop,voted_count,registered_count,registration_pct,voter_turnout_pct,denom_registered,median_household_income
1400000US06037262301,6037262301,2024,2318.0,1565.0,2016.0,87.0,77.599998,2016.0,250001.0
1400000US06037262302,6037262302,2024,2287.0,1619.0,2059.0,90.0,78.599998,2059.0,191316.0
1400000US06037262303,6037262303,2024,2041.0,2060.0,2554.0,100.0,80.699997,2554.0,244450.0
1400000US06037262400,6037262400,2024,2171.0,1825.0,2241.0,100.0,81.400002,2241.0,250001.0
1400000US06037262501,6037262501,2024,2621.0,2585.0,3313.0,100.0,78.0,3313.0,250001.0
1400000US06037262601,6037262601,2024,2665.0,2534.0,3286.0,100.0,77.099998,3286.0,250001.0
1400000US06037262604,6037262604,2024,4343.0,3813.0,4927.0,100.0,77.400002,4927.0,159079.0
1400000US06037262704,6037262704,2024,2741.0,1763.0,2324.0,84.800003,75.900002,2324.0,159219.0
1400000US06037262706,6037262706,2024,2330.0,2254.0,2887.0,100.0,78.099998,2887.0,163643.0
1400000US06037262802,6037262802,2024,2858.0,2338.0,2846.0,99.599998,82.199997,2846.0,159353.0
1400000US06037264000,6037264000,2024,2316.0,2309.0,2903.0,100.0,79.5,2903.0,205227.0
1400000US06037264102,6037264102,2024,2566.0,1429.0,2052.0,80.0,69.599998,2052.0,167188.0
1400000US06037264103,6037264103,2024,2492.0,1282.0,1697.0,68.099998,75.5,1697.0,151563.0
1400000US06037264303,6037264303,2024,2522.0,1570.0,2116.0,83.900002,74.199997,2116.0,152944.0
1400000US06037264304,6037264304,2024,2112.0,1197.0,1703.0,80.599998,70.300003,1703.0,125320.0
1400000US06037264305,6037264305,2024,3657.0,2217.0,2872.0,78.5,77.199997,2872.0,130656.0
1400000US06037264306,6037264306,2024,1525.0,1182.0,1571.0,100.0,75.199997,1571.0,127781.0
1400000US06037265100,6037265100,2024,2074.0,1502.0,1929.0,93.0,77.900002,1929.0,116016.0
1400000US06037265201,6037265201,2024,2292.0,984.0,1399.0,61.0,70.300003,1399.0,148517.0
1400000US06037265203,6037265203,2024,1783.0,918.0,1260.0,70.699997,72.900002,1260.0,146146.0
1400000US06037265204,6037265204,2024,1333.0,322.0,494.0,37.099998,65.199997,494.0,117829.0
1400000US06037265303,6037265303,2024,4406.0,573.0,1251.0,28.4,45.799999,1251.0,33798.0
1400000US06037265304,6037265304,2024,3045.0,512.0,1068.0,35.099998,47.900002,1068.0,18366.0
1400000US06037265306,6037265306,2024,1789.0,646.0,1186.0,66.300003,54.5,1186.0,31757.0
1400000US06037265307,6037265307,2024,2350.0,354.0,486.0,20.700001,72.800003,486.0,27152.0
1400000US06037265410,6037265410,2024,1282.0,1000.0,1279.0,99.800003,78.199997,1279.0,212625.0
1400000US06037265420,6037265420,2024,1167.0,1129.0,1421.0,100.0,79.5,1421.0,250001.0
1400000US06037265521,6037265521,2024,1499.0,565.0,841.0,56.099998,67.199997,841.0,83866.0
1400000US06037265522,6037265522,2024,2012.0,729.0,1067.0,53.0,68.300003,1067.0,99141.0
1400000US06037265523,6037265523,2024,2069.0,952.0,1299.0,62.799999,73.300003,1299.0,74226.0
1400000US06037265524,6037265524,2024,2350.0,1258.0,1750.0,74.5,71.900002,1750.0,118005.0
1400000US06037265601,6037265601,2024,2657.0,1532.0,2047.0,77.0,74.800003,2047.0,101389.0
1400000US06037265602,6037265602,2024,2743.0,1570.0,2151.0,78.400002,73.0,2151.0,98272.0
1400000US06037265701,6037265701,2024,1540.0,1070.0,1421.0,92.300003,75.300003,1421.0,152250.0
1400000US06037265702,6037265702,2024,2489.0,1468.0,1956.0,78.599998,75.099998,1956.0,100547.0
1400000US06037267101,6037267101,2024,2443.0,1670.0,2170.0,88.800003,77.0,2170.0,125703.0
1400000US06037267102,6037267102,2024,2522.0,1832.0,2443.0,96.900002,75.0,2443.0,136677.0
1400000US06037267201,6037267201,2024,2517.0,1403.0,1870.0,74.300003,75.0,1870.0,109722.0
1400000US06037267202,6037267202,2024,3225.0,1711.0,2323.0,72.0,73.699997,2323.0,117933.0
1400000US06037267300,6037267300,2024,3757.0,1550.0,2399.0,63.900002,64.599998,2399.0,139609.0
1400000US06037267403,6037267403,2024,3424.0,1320.0,1935.0,56.5,68.199997,1935.0,93094.0
1400000US06037267404,6037267404,2024,3324.0,983.0,1555.0,46.799999,63.200001,1555.0,78606.0
1400000US06037267405,6037267405,2024,2391.0,1218.0,1742.0,72.900002,69.900002,1742.0,104344.0
1400000US06037267406,6037267406,2024,1849.0,884.0,1282.0,69.300003,69.0,1282.0,91008.0
1400000US06037267502,6037267502,2024,2922.0,1432.0,2048.0,70.099998,69.900002,2048.0,89408.0
1400000US06037267503,6037267503,2024,1982.0,775.0,1130.0,57.0,68.599998,1130.0,136038.0
1400000US06037267504,6037267504,2024,3089.0,1468.0,2073.0,67.099998,70.800003,2073.0,99485.0
1400000US06037267600,6037267600,2024,2240.0,1677.0,2378.0,100.0,70.5,2378.0,82500.0
1400000US06037267700,6037267700,2024,3372.0,1721.0,2421.0,71.800003,71.099998,2421.0,127722.0
1400000US06037267800,6037267800,2024,2895.0,1919.0,2611.0,90.199997,73.5,2611.0,117738.0
1400000US06037267901,6037267901,2024,2743.0,1542.0,1956.0,71.300003,78.800003,1956.0,135533.0
1400000US06037267902,6037267902,2024,2900.0,1856.0,2397.0,82.699997,77.400002,2397.0,146534.0
1400000US06037269000,6037269000,2024,4013.0,3296.0,4084.0,100.0,80.699997,4084.0,177750.0
1400000US06037269100,6037269100,2024,2953.0,2362.0,3150.0,100.0,75.0,3150.0,95484.0
1400000US06037269300,6037269300,2024,2938.0,2672.0,3201.0,100.0,83.5,3201.0,230893.0
1400000US06037269500,6037269500,2024,2795.0,2619.0,3283.0,100.0,79.800003,3283.0,250001.0
1400000US06037269601,6037269601,2024,2810.0,921.0,1645.0,58.5,56.0,1645.0,53185.0
1400000US06037269602,6037269602,2024,1916.0,1005.0,1607.0,83.900002,62.5,1607.0,91212.0
1400000US06037269700,6037269700,2024,3103.0,2022.0,2717.0,87.599998,74.400002,2717.0,122237.0
1400000US06037269800,6037269800,2024,2644.0,1600.0,2183.0,82.599998,73.300003,2183.0,112708.0
1400000US06037269903,6037269903,2024,3162.0,1646.0,2280.0,72.099998,72.199997,2280.0,92861.0
1400000US06037269905,6037269905,2024,2087.0,1147.0,1596.0,76.5,71.900002,1596.0,109186.0
1400000US06037269906,6037269906,2024,2758.0,1478.0,1911.0,69.300003,77.300003,1911.0,123720.0
1400000US06037269907,6037269907,2024,2373.0,1229.0,1653.0,69.699997,74.300003,1653.0,98229.0
1400000US06037269908,6037269908,2024,1791.0,779.0,1077.0,60.099998,72.300003,1077.0,83562.0
1400000US06037269909,6037269909,2024,1920.0,998.0,1356.0,70.599998,73.599998,1356.0,102508.0
1400000US06037270101,6037270101,2024,1696.0,975.0,1314.0,77.5,74.199997,1314.0,106429.0
1400000US06037270102,6037270102,2024,2031.0,1326.0,1808.0,89.0,73.300003,1808.0,112131.0
1400000US06037270200,6037270200,2024,2982.0,1456.0,2264.0,75.900002,64.300003,2264.0,80563.0
1400000US06037270300,6037270300,2024,2070.0,1133.0,1588.0,76.699997,71.300003,1588.0,68709.0
1400000US06037271100,6037271100,2024,1874.0,1293.0,1755.0,93.599998,73.699997,1755.0,106618.0
1400000US06037271200,6037271200,2024,2125.0,1104.0,1653.0,77.800003,66.800003,1653.0,119836.0
1400000US06037271300,6037271300,2024,4146.0,3067.0,4118.0,99.300003,74.5,4118.0,104231.0
1400000US06037271400,6037271400,2024,2597.0,2250.0,2696.0,100.0,83.5,2696.0,172500.0
1400000US06037271500,6037271500,2024,2224.0,1822.0,2254.0,100.0,80.800003,2254.0,101897.0
1400000US06037271600,6037271600,2024,4661.0,2119.0,2806.0,60.200001,75.5,2806.0,115456.0
1400000US06037271702,6037271702,2024,3804.0,1583.0,2149.0,56.5,73.699997,2149.0,84515.0
1400000US06037271703,6037271703,2024,2394.0,1659.0,2141.0,89.400002,77.5,2141.0,130559.0
1400000US06037271704,6037271704,2024,2300.0,1430.0,1878.0,81.699997,76.099998,1878.0,153750.0
1400000US06037271801,6037271801,2024,2960.0,1562.0,2250.0,76.0,69.400002,2250.0,74506.0
1400000US06037271803,6037271803,2024,2867.0,1266.0,1810.0,63.099998,69.900002,1810.0,97629.0
1400000US06037271804,6037271804,2024,2037.0,1133.0,1658.0,81.400002,68.300003,1658.0,97434.0
1400000US06037271901,6037271901,2024,2782.0,1109.0,1458.0,52.400002,76.099998,1458.0,119561.0
1400000US06037271902,6037271902,2024,3318.0,2016.0,2639.0,79.5,76.400002,2639.0,102510.0
1400000US06037272100,6037272100,2024,3506.0,2530.0,3208.0,91.5,78.900002,3208.0,128125.0
1400000US06037272201,6037272201,2024,1711.0,1315.0,1816.0,100.0,72.400002,1816.0,95446.0
1400000US06037272202,6037272202,2024,2713.0,1356.0,1948.0,71.800003,69.599998,1948.0,100189.0
1400000US06037272301,6037272301,2024,2667.0,1695.0,2212.0,82.900002,76.599998,2212.0,125618.0
1400000US06037272302,6037272302,2024,3337.0,1627.0,2294.0,68.699997,70.900002,2294.0,76498.0
1400000US06037273100,6037273100,2024,2523.0,1930.0,2572.0,100.0,75.0,2572.0,171005.0
1400000US06037273200,6037273200,2024,2457.0,1507.0,2302.0,93.699997,65.5,2302.0,134067.0
1400000US06037273300,6037273300,2024,2533.0,1546.0,2638.0,100.0,58.599998,2638.0,91875.0
1400000US06037273403,6037273403,2024,1314.0,651.0,980.0,74.599998,66.400002,980.0,111364.0
1400000US06037273404,6037273404,2024,1508.0,767.0,1112.0,73.699997,69.0,1112.0,84449.0
1400000US06037273502,6037273502,2024,2338.0,1351.0,2063.0,88.199997,65.5,2063.0,107162.0
1400000US06037273600,6037273600,2024,1780.0,1260.0,1700.0,95.5,74.099998,1700.0,121875.0
1400000US06037273700,6037273700,2024,2286.0,1627.0,2135.0,93.400002,76.199997,2135.0,135766.0
1400000US06037273800,6037273800,2024,2499.0,1468.0,2015.0,80.599998,72.900002,2015.0,97155.0
1400000US06037273902,6037273902,2024,3739.0,2448.0,3186.0,85.199997,76.800003,3186.0,155281.0
1400000US06037274100,6037274100,2024,3508.0,2103.0,2903.0,82.800003,72.400002,2903.0,104643.0
1400000US06037274202,6037274202,2024,3395.0,3719.0,4945.0,100.0,75.199997,4945.0,119728.0
1400000US06037275101,6037275101,2024,870.0,559.0,829.0,100.0,67.400002,829.0,134519.0
1400000US06037275102,6037275102,2024,2902.0,1348.0,2065.0,71.199997,65.300003,2065.0,100286.0
1400000US06037275200,6037275200,2024,3197.0,1661.0,2373.0,74.199997,70.0,2373.0,103846.0
1400000US06037275311,6037275311,2024,4103.0,2715.0,3601.0,87.800003,75.400002,3601.0,94403.0
1400000US06037275312,6037275312,2024,1866.0,1055.0,1423.0,76.300003,74.099998,1423.0,177963.0
1400000US06037275313,6037275313,2024,3258.0,1879.0,2397.0,73.599998,78.400002,2397.0,118257.0
1400000US06037275400,6037275400,2024,3811.0,2428.0,3311.0,86.900002,73.300003,3311.0,141780.0
1400000US06037275500,6037275500,2024,3691.0,1655.0,2712.0,73.5,61.0,2712.0,60750.0
1400000US06037275603,6037275603,2024,2328.0,1437.0,1928.0,82.800003,74.5,1928.0,127727.0
1400000US06037275604,6037275604,2024,8160.0,4439.0,5607.0,68.699997,79.199997,5607.0,180246.0
1400000US06037275605,6037275605,2024,2635.0,1038.0,1487.0,56.400002,69.800003,1487.0,116024.0
1400000US06037276000,6037276000,2024,5503.0,3819.0,4847.0,88.099998,78.800003,4847.0,157366.0
1400000US06037276101,6037276101,2024,3075.0,1040.0,1538.0,50.0,67.599998,1538.0,111085.0
1400000US06037276102,6037276102,2024,2804.0,1753.0,2422.0,86.400002,72.400002,2422.0,86250.0
1400000US06037276400,6037276400,2024,3540.0,2528.0,3103.0,87.699997,81.5,3103.0,233009.0
1400000US06037276500,6037276500,2024,5130.0,1117.0,1542.0,30.1,72.400002,1542.0,156853.0
1400000US06037276601,6037276601,2024,3335.0,2609.0,3319.0,99.5,78.599998,3319.0,168011.0
1400000US06037276605,6037276605,2024,2349.0,1155.0,1479.0,63.0,78.099998,1479.0,110714.0
1400000US06037276606,6037276606,2024,3155.0,2048.0,2623.0,83.099998,78.099998,2623.0,123341.0
1400000US06037276607,6037276607,2024,2485.0,1037.0,1420.0,57.099998,73.0,1420.0,94491.0
1400000US06037276608,6037276608,2024,1697.0,738.0,948.0,55.900002,77.800003,948.0,96685.0
1400000US06037277000,6037277000,2024,4856.0,3529.0,4263.0,87.800003,82.800003,4263.0,173750.0
1400000US06037277100,6037277100,2024,2493.0,1781.0,2366.0,94.900002,75.300003,2366.0,161875.0
1400000US06037277200,6037277200,2024,1557.0,807.0,1319.0,84.699997,61.200001,1319.0,60719.0
1400000US06037278001,6037278001,2024,1964.0,1466.0,1893.0,96.400002,77.400002,1893.0,96429.0
1400000US06037278102,6037278102,2024,2637.0,1618.0,2120.0,80.400002,76.300003,2120.0,172153.0
1400000US06037291110,6037291110,2024,2744.0,1252.0,2421.0,88.199997,51.700001,2421.0,46536.0
1400000US06037291120,6037291120,2024,1603.0,502.0,1087.0,67.800003,46.200001,1087.0,73167.0
1400000US06037291130,6037291130,2024,2617.0,1311.0,2371.0,90.599998,55.299999,2371.0,85938.0
1400000US06037291210,6037291210,2024,4001.0,1490.0,2705.0,67.599998,55.099998,2705.0,65156.0
1400000US06037291220,6037291220,2024,2433.0,847.0,1535.0,63.099998,55.200001,1535.0,75324.0
1400000US06037291300,6037291300,2024,2523.0,1403.0,2112.0,83.699997,66.400002,2112.0,100682.0
1400000US06037292001,6037292001,2024,3299.0,900.0,1857.0,56.299999,48.5,1857.0,51747.0
1400000US06037292002,6037292002,2024,1463.0,993.0,1614.0,100.0,61.5,1614.0,114239.0
1400000US06037293203,6037293203,2024,2200.0,705.0,1421.0,64.599998,49.599998,1421.0,81067.0
1400000US06037293204,6037293204,2024,2396.0,1077.0,1804.0,75.300003,59.700001,1804.0,108385.0
1400000US06037293205,6037293205,2024,2714.0,750.0,1578.0,58.099998,47.5,1578.0,58101.0
1400000US06037293206,6037293206,2024,2132.0,768.0,1507.0,70.699997,51.0,1507.0,74231.0
1400000US06037293301,6037293301,2024,2035.0,1724.0,2587.0,100.0,66.599998,2587.0,103375.0
1400000US06037293302,6037293302,2024,3563.0,1892.0,3042.0,85.400002,62.200001,3042.0,107107.0
1400000US06037293304,6037293304,2024,3641.0,1108.0,2021.0,55.5,54.799999,2021.0,63518.0
1400000US06037293306,6037293306,2024,1988.0,1185.0,1796.0,90.300003,66.0,1796.0,116979.0
1400000US06037293307,6037293307,2024,1893.0,1071.0,1835.0,96.900002,58.400002,1835.0,64183.0
1400000US06037294110,6037294110,2024,2906.0,1250.0,2347.0,80.800003,53.299999,2347.0,86194.0
1400000US06037294120,6037294120,2024,1923.0,518.0,1160.0,60.299999,44.700001,1160.0,75096.0
1400000US06037294200,6037294200,2024,3421.0,1405.0,2650.0,77.5,53.0,2650.0,76936.0
1400000US06037294301,6037294301,2024,1964.0,792.0,1577.0,80.300003,50.200001,1577.0,99549.0
1400000US06037294302,6037294302,2024,3399.0,1085.0,2220.0,65.300003,48.900002,2220.0,86667.0
1400000US06037294410,6037294410,2024,3788.0,1359.0,2499.0,66.0,54.400002,2499.0,69000.0
1400000US06037294421,6037294421,2024,2059.0,303.0,699.0,33.900002,43.299999,699.0,64722.0
1400000US06037294510,6037294510,2024,2935.0,876.0,1919.0,65.400002,45.599998,1919.0,63688.0
1400000US06037294520,6037294520,2024,2542.0,783.0,1638.0,64.400002,47.799999,1638.0,56524.0
1400000US06037294610,6037294610,2024,3362.0,1158.0,2261.0,67.300003,51.200001,2261.0,77837.0
1400000US06037294620,6037294620,2024,3141.0,1081.0,2279.0,72.599998,47.400002,2279.0,78333.0
1400000US06037294701,6037294701,2024,2104.0,414.0,1011.0,48.099998,40.900002,1011.0,37844.0
1400000US06037294810,6037294810,2024,2496.0,496.0,1272.0,51.0,39.0,1272.0,52315.0
1400000US06037294820,6037294820,2024,2129.0,430.0,1111.0,52.200001,38.700001,1111.0,33526.0
1400000US06037294830,6037294830,2024,2537.0,758.0,1785.0,70.400002,42.5,1785.0,64063.0
1400000US06037294900,6037294900,2024,2701.0,640.0,1392.0,51.5,46.0,1392.0,38676.0
1400000US06037295103,6037295103,2024,4173.0,2915.0,3835.0,91.900002,76.0,3835.0,120089.0
1400000US06037296210,6037296210,2024,2458.0,765.0,1684.0,68.5,45.400002,1684.0,62600.0
1400000US06037296220,6037296220,2024,3399.0,1077.0,2114.0,62.200001,50.900002,2114.0,42389.0
1400000US06037296300,6037296300,2024,3804.0,2576.0,3580.0,94.099998,72.0,3580.0,82349.0
1400000US06037296401,6037296401,2024,2718.0,2335.0,3041.0,100.0,76.800003,3041.0,114514.0
1400000US06037296402,6037296402,2024,2431.0,1468.0,2228.0,91.599998,65.900002,2228.0,137083.0
1400000US06037296500,6037296500,2024,2779.0,1127.0,2099.0,75.5,53.700001,2099.0,69792.0
1400000US06037296600,6037296600,2024,4170.0,1502.0,2835.0,68.0,53.0,2835.0,47852.0
1400000US06037296901,6037296901,2024,3204.0,1269.0,2211.0,69.0,57.400002,2211.0,62668.0
1400000US06037296902,6037296902,2024,3623.0,1390.0,2251.0,62.099998,61.799999,2251.0,63563.0
1400000US06037297001,6037297001,2024,1244.0,1165.0,1461.0,100.0,79.699997,1461.0,178333.0
1400000US06037297002,6037297002,2024,3361.0,1841.0,2556.0,76.0,72.0,2556.0,107260.0
1400000US06037297110,6037297110,2024,3679.0,1156.0,2244.0,61.0,51.5,2244.0,51659.0
1400000US06037297120,6037297120,2024,2908.0,930.0,1757.0,60.400002,52.900002,1757.0,74583.0
1400000US06037297201,6037297201,2024,3095.0,1160.0,2035.0,65.800003,57.0,2035.0,67303.0
1400000US06037297202,6037297202,2024,3268.0,1490.0,2268.0,69.400002,65.699997,2268.0,87378.0
1400000US06037297300,6037297300,2024,1516.0,947.0,1282.0,84.599998,73.900002,1282.0,108261.0
1400000US06037297400,6037297400,2024,3204.0,2464.0,2975.0,92.900002,82.800003,2975.0,126192.0
1400000US06037297501,6037297501,2024,2306.0,1637.0,2097.0,90.900002,78.099998,2097.0,160179.0
1400000US06037297502,6037297502,2024,2044.0,1368.0,1947.0,95.300003,70.300003,1947.0,98125.0
1400000US06037297601,6037297601,2024,2538.0,1102.0,1598.0,63.0,69.0,1598.0,94432.0
1400000US06037297602,6037297602,2024,2947.0,1547.0,2222.0,75.400002,69.599998,2222.0,89375.0
1400000US06037300100,6037300100,2024,4913.0,3582.0,4697.0,95.599998,76.300003,4697.0,166716.0
1400000US06037300200,6037300200,2024,4357.0,2714.0,3818.0,87.599998,71.099998,3818.0,140417.0
1400000US06037300301,6037300301,2024,4305.0,3230.0,4347.0,100.0,74.300003,4347.0,130262.0
1400000US06037300400,6037300400,2024,3904.0,2772.0,3773.0,96.599998,73.5,3773.0,130799.0
1400000US06037300501,6037300501,2024,2202.0,1613.0,2329.0,100.0,69.300003,2329.0,106333.0
1400000US06037300503,6037300503,2024,3604.0,2272.0,3242.0,90.0,70.099998,3242.0,59821.0
1400000US06037300601,6037300601,2024,4573.0,1864.0,2795.0,61.099998,66.699997,2795.0,98457.0
1400000US06037300602,6037300602,2024,2590.0,1991.0,2588.0,99.900002,76.900002,2588.0,127583.0
1400000US06037300701,6037300701,2024,4323.0,3467.0,4682.0,100.0,74.0,4682.0,138631.0
1400000US06037300702,6037300702,2024,4405.0,3039.0,4264.0,96.800003,71.300003,4264.0,146541.0
1400000US06037300800,6037300800,2024,5610.0,3572.0,5065.0,90.300003,70.5,5065.0,113509.0
1400000US06037300901,6037300901,2024,4666.0,4068.0,5517.0,100.0,73.699997,5517.0,160425.0
1400000US06037300902,6037300902,2024,1683.0,1001.0,1303.0,77.400002,76.800003,1303.0,154722.0
1400000US06037301000,6037301000,2024,4333.0,2213.0,3224.0,74.400002,68.599998,3224.0,118843.0
1400000US06037301100,6037301100,2024,5833.0,3177.0,4582.0,78.599998,69.300003,4582.0,84249.0
1400000US06037301203,6037301203,2024,3281.0,1654.0,2566.0,78.199997,64.5,2566.0,81800.0
1400000US06037301204,6037301204,2024,4109.0,1575.0,2439.0,59.400002,64.599998,2439.0,65665.0
1400000US06037301205,6037301205,2024,1700.0,1092.0,1579.0,92.900002,69.199997,1579.0,108571.0
1400000US06037301206,6037301206,2024,4672.0,1824.0,2985.0,63.900002,61.099998,2985.0,83932.0
1400000US06037301300,6037301300,2024,1486.0,1149.0,1482.0,99.699997,77.5,1482.0,191750.0
1400000US06037301400,6037301400,2024,3147.0,2049.0,2894.0,92.0,70.800003,2894.0,126442.0
1400000US06037301501,6037301501,2024,1501.0,779.0,1318.0,87.800003,59.099998,1318.0,118125.0
1400000US06037301502,6037301502,2024,5821.0,1991.0,3337.0,57.299999,59.700001,3337.0,71016.0
1400000US06037301601,6037301601,2024,4445.0,1744.0,2937.0,66.099998,59.400002,2937.0,40617.0
1400000US06037301602,6037301602,2024,3024.0,1589.0,2284.0,75.5,69.599998,2284.0,77813.0
1400000US06037301701,6037301701,2024,2177.0,1276.0,1937.0,89.0,65.900002,1937.0,100438.0
1400000US06037301702,6037301702,2024,5034.0,1862.0,3113.0,61.799999,59.799999,3113.0,81173.0
1400000US06037301801,6037301801,2024,4604.0,1678.0,2730.0,59.299999,61.5,2730.0,67145.0
1400000US06037301802,6037301802,2024,4571.0,1573.0,2461.0,53.799999,63.900002,2461.0,84265.0
1400000US06037301901,6037301901,2024,3171.0,1682.0,2655.0,83.699997,63.400002,2655.0,82898.0
1400000US06037301902,6037301902,2024,2652.0,953.0,1510.0,56.900002,63.099998,1510.0,97344.0
1400000US06037302002,6037302002,2024,3391.0,1316.0,2085.0,61.5,63.099998,2085.0,56510.0
1400000US06037302003,6037302003,2024,3086.0,966.0,1681.0,54.5,57.5,1681.0,61250.0
1400000US06037302004,6037302004,2024,3536.0,1169.0,2022.0,57.200001,57.799999,2022.0,59250.0
1400000US06037302102,6037302102,2024,4772.0,2281.0,3521.0,73.800003,64.800003,3521.0,110893.0
1400000US06037302103,6037302103,2024,4170.0,1465.0,2615.0,62.700001,56.0,2615.0,58611.0
1400000US06037302104,6037302104,2024,2903.0,1178.0,1906.0,65.699997,61.799999,1906.0,81490.0
1400000US06037302201,6037302201,2024,3305.0,1250.0,2099.0,63.5,59.599998,2099.0,35109.0
1400000US06037302202,6037302202,2024,4124.0,1324.0,2351.0,57.0,56.299999,2351.0,48917.0
1400000US06037302301,6037302301,2024,3208.0,1161.0,1909.0,59.5,60.799999,1909.0,93203.0
1400000US06037302302,6037302302,2024,4198.0,1324.0,2326.0,55.400002,56.900002,2326.0,60234.0
1400000US06037302401,6037302401,2024,6393.0,1690.0,2891.0,45.200001,58.5,2891.0,72005.0
1400000US06037302503,6037302503,2024,3432.0,999.0,1857.0,54.099998,53.799999,1857.0,48378.0
1400000US06037302504,6037302504,2024,2807.0,1058.0,1873.0,66.699997,56.5,1873.0,43924.0
1400000US06037302505,6037302505,2024,3472.0,500.0,902.0,26.0,55.400002,902.0,70903.0
1400000US06037302506,6037302506,2024,2744.0,1058.0,1661.0,60.5,63.700001,1661.0,76208.0
1400000US06037310100,6037310100,2024,4604.0,2828.0,3792.0,82.400002,74.599998,3792.0,169705.0
1400000US06037310201,6037310201,2024,3985.0,2540.0,3598.0,90.300003,70.599998,3598.0,101677.0
1400000US06037310202,6037310202,2024,3743.0,2132.0,3102.0,82.900002,68.699997,3102.0,104844.0
1400000US06037310300,6037310300,2024,2398.0,1634.0,2263.0,94.400002,72.199997,2263.0,137955.0
1400000US06037310400,6037310400,2024,2861.0,1926.0,2777.0,97.099998,69.400002,2777.0,110197.0
1400000US06037310501,6037310501,2024,2701.0,1318.0,2076.0,76.900002,63.5,2076.0,73324.0
1400000US06037310601,6037310601,2024,4997.0,2195.0,3234.0,64.699997,67.900002,3234.0,85091.0
1400000US06037310602,6037310602,2024,2242.0,1040.0,1476.0,65.800003,70.5,1476.0,94186.0
1400000US06037310701,6037310701,2024,2050.0,899.0,1409.0,68.699997,63.799999,1409.0,25664.0
1400000US06037310703,6037310703,2024,4379.0,1683.0,2591.0,59.200001,65.0,2591.0,74107.0
1400000US06037310704,6037310704,2024,3845.0,1918.0,2850.0,74.099998,67.300003,2850.0,60849.0
1400000US06037310705,6037310705,2024,2226.0,890.0,1362.0,61.200001,65.300003,1362.0,46146.0
1400000US06037310800,6037310800,2024,4334.0,2849.0,3763.0,86.800003,75.699997,3763.0,98478.0
1400000US06037310900,6037310900,2024,5479.0,3973.0,5247.0,95.800003,75.699997,5247.0,112883.0
1400000US06037311000,6037311000,2024,2929.0,2045.0,2724.0,93.0,75.099998,2724.0,114516.0
1400000US06037311100,6037311100,2024,3092.0,2373.0,3134.0,100.0,75.699997,3134.0,99472.0
1400000US06037311200,6037311200,2024,2798.0,1830.0,2384.0,85.199997,76.800003,2384.0,88750.0
1400000US06037311300,6037311300,2024,3155.0,2116.0,2667.0,84.5,79.300003,2667.0,115776.0
1400000US06037311400,6037311400,2024,1832.0,1445.0,1818.0,99.199997,79.5,1818.0,136354.0
1400000US06037311500,6037311500,2024,4864.0,3609.0,4607.0,94.699997,78.300003,4607.0,131071.0
1400000US06037311601,6037311601,2024,1963.0,1123.0,1417.0,72.199997,79.300003,1417.0,105095.0
1400000US06037311602,6037311602,2024,3907.0,2816.0,3588.0,91.800003,78.5,3588.0,84535.0
1400000US06037311700,6037311700,2024,5002.0,3544.0,4496.0,89.900002,78.800003,4496.0,115000.0
1400000US06037311801,6037311801,2024,2291.0,1320.0,1950.0,85.099998,67.699997,1950.0,85682.0
1400000US06037311802,6037311802,2024,3306.0,1353.0,2111.0,63.900002,64.099998,2111.0,103321.0
1400000US06037320101,6037320101,2024,2676.0,1244.0,2108.0,78.800003,59.0,2108.0,110967.0
1400000US06037320102,6037320102,2024,2854.0,976.0,1772.0,62.099998,55.099998,1772.0,87039.0
1400000US06037320201,6037320201,2024,3009.0,777.0,1441.0,47.900002,53.900002,1441.0,72569.0
1400000US06037320202,6037320202,2024,4890.0,1728.0,2855.0,58.400002,60.5,2855.0,109750.0
1400000US06037320300,6037320300,2024,4967.0,1442.0,2600.0,52.299999,55.5,2600.0,73080.0
1400000US06037400205,6037400205,2024,1875.0,2527.0,3365.0,100.0,75.099998,3365.0,199583.0
1400000US06037400206,6037400206,2024,4456.0,2907.0,3660.0,82.099998,79.400002,3660.0,179474.0
1400000US06037400207,6037400207,2024,3408.0,3366.0,4234.0,100.0,79.5,4234.0,143000.0
1400000US06037400208,6037400208,2024,1156.0,1020.0,1254.0,100.0,81.300003,1254.0,154238.0
1400000US06037400209,6037400209,2024,3818.0,2933.0,3708.0,97.099998,79.099998,3708.0,147500.0
1400000US06037400304,6037400304,2024,6429.0,3466.0,4839.0,75.300003,71.599998,4839.0,90078.0
1400000US06037400402,6037400402,2024,3328.0,2874.0,3744.0,100.0,76.800003,3744.0,147670.0
1400000US06037400403,6037400403,2024,3086.0,1816.0,2405.0,77.900002,75.5,2405.0,141667.0
1400000US06037400404,6037400404,2024,3327.0,2783.0,3458.0,100.0,80.5,3458.0,180757.0
1400000US06037400501,6037400501,2024,1540.0,1406.0,1840.0,100.0,76.400002,1840.0,122083.0
1400000US06037400602,6037400602,2024,3438.0,2390.0,3708.0,100.0,64.5,3708.0,85369.0
1400000US06037400603,6037400603,2024,4110.0,2147.0,3060.0,74.5,70.199997,3060.0,96845.0
1400000US06037400605,6037400605,2024,5974.0,2278.0,3328.0,55.700001,68.400002,3328.0,98850.0
1400000US06037400801,6037400801,2024,5650.0,2784.0,3800.0,67.300003,73.300003,3800.0,124401.0
